ASX code,Company name,Listing date,GICs industry group,Yahoo
92E,92 ENERGY LIMITED,,,"{""quoteResponse"": {""result"": [], ""error"": null}}"
9SP,9 SPOKES INTERNATIONAL LIMITED,2016-06-09,Software & Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""9SP.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 1465430400000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870004, ""fmt"": ""3:46PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.022, ""fmt"": ""0.0220""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""9SPOKES FPO NZ"", ""triggerable"": false, ""longName"": ""9 Spokes International Limited""}], ""error"": null}}"
A1G,AFRICAN GOLD LTD.,2019-02-14,Materials,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""A1G.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1550098800000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615860565, ""fmt"": ""1:09PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.26, ""fmt"": ""0.2600""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""AFR GOLD FPO"", ""triggerable"": false, ""longName"": ""African Gold Limited""}], ""error"": null}}"
A1M,AIC MINES LIMITED,1993-11-04,Materials,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""A1M.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1058227200000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615866209, ""fmt"": ""2:43PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.32, ""fmt"": ""0.3200""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""A1MINESLTD FPO"", ""triggerable"": false, ""longName"": ""AIC Mines Limited""}], ""error"": null}}"
A2B,A2B AUSTRALIA LIMITED,1999-12-14,Transportation,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""A2B.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 945039600000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870594, ""fmt"": ""3:56PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.21, ""fmt"": ""1.2100""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""A2B AUST FPO"", ""triggerable"": false, ""longName"": ""A2B Australia Limited""}], ""error"": null}}"
A2M,THE A2 MILK COMPANY LIMITED,2015-03-31,"Food, Beverage & Tobacco","{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""A2M.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1427756400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 8.69, ""fmt"": ""8.69""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""region"": ""AU"", ""shortName"": ""A2 MILK FPO NZ"", ""triggerable"": false, ""longName"": ""The a2 Milk Company Limited""}], ""error"": null}}"
A3D,AURORA LABS LIMITED,2016-08-16,Capital Goods,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""A3D.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 1471305600000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.15, ""fmt"": ""0.1500""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""AURORALABS FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Aurora Labs Limited""}], ""error"": null}}"
A4N,ALPHA HPA LIMITED,2007-10-22,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""A4N.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 1193011200000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.565, ""fmt"": ""0.5650""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""ALPHA HPA FPO"", ""triggerable"": false, ""longName"": ""Alpha HPA Limited""}], ""error"": null}}"
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,2001-08-10,"Food, Beverage & Tobacco","{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""AAC.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 997401600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 1.15, ""fmt"": ""1.1500""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""AUST AG CO FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Australian Agricultural Company Limited""}], ""error"": null}}"
AAJ,ARUMA RESOURCES LIMITED,2010-07-23,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""AAJ.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1291244400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615860238, ""fmt"": ""1:03PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.055, ""fmt"": ""0.0550""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""region"": ""AU"", ""shortName"": ""ARUMA RES FPO"", ""triggerable"": false, ""longName"": ""Aruma Resources Limited""}], ""error"": null}}"
AAP,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,2004-01-07,"Food, Beverage & Tobacco","{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""AAP.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1073430000000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615868590, ""fmt"": ""3:23PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.027, ""fmt"": ""0.0270""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""AUSAGRIPRO FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Australian Agricultural Projects Ltd""}], ""error"": null}}"
AAR,ANGLO AUSTRALIAN RESOURCES NL,1986-11-13,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""AAR.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 570668400000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.096, ""fmt"": ""0.0960""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""ANGLO FPO"", ""triggerable"": false, ""longName"": ""Anglo Australian Resources NL""}], ""error"": null}}"
AAU,ANTILLES GOLD LIMITED,1993-11-25,Materials,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""AAU.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 932947200000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871425, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.1, ""fmt"": ""0.1000""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""ANTILLES FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Antilles Gold Limited""}], ""error"": null}}"
ABA,AUSWIDE BANK LTD,1994-09-19,Banks,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ABA.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 781142400000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870078, ""fmt"": ""3:47PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 6.52, ""fmt"": ""6.52""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""AUSWIDE FPO"", ""triggerable"": false, ""longName"": ""Auswide Bank Ltd""}], ""error"": null}}"
ABB,AUSSIE BROADBAND LIMITED,2020-10-16,Class Pend,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""ABB.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 1602802800000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 3.0, ""fmt"": ""3.0000""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""AUSSIEBAND FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Aussie Broadband Limited""}], ""error"": null}}"
ABC,ADBRI LIMITED,1962-05-31,Materials,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""ABC.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 915404400000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 3.25, ""fmt"": ""3.2500""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""ADEL BRTN FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Adbri Limited""}], ""error"": null}}"
ABL,ABILENE OIL AND GAS LIMITED,1974-01-01,Energy,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ABL.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 570668400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1585528721, ""fmt"": ""11:38AM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.001, ""fmt"": ""0.0010""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""region"": ""AU"", ""shortName"": ""ABILENEOIL FPO"", ""triggerable"": false, ""longName"": ""Abilene Oil and Gas Limited""}], ""error"": null}}"
ABP,ABACUS PROPERTY GROUP,2002-11-14,Real Estate,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ABP.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1037228400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 2.78, ""fmt"": ""2.7800""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""region"": ""AU"", ""shortName"": ""ABACUS STAPLED"", ""triggerable"": false, ""longName"": ""Abacus Property Group""}], ""error"": null}}"
ABR,AMERICAN PACIFIC BORATES LIMITED,2017-07-28,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ABR.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 1501200000000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.955, ""fmt"": ""1.9550""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""AMERPACBO FPO"", ""triggerable"": false, ""longName"": ""American Pacific Borates Limited""}], ""error"": null}}"
ABV,ADVANCED BRAKING TECHNOLOGY LTD,2002-05-28,Automobiles & Components,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""ABV.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1021852800000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615863139, ""fmt"": ""1:52PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.044, ""fmt"": ""0.0440""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""ADV BRAKE FPO"", ""triggerable"": false, ""longName"": ""Advanced Braking Technology Limited""}], ""error"": null}}"
ABX,AUSTRALIAN BAUXITE LIMITED.,2009-12-24,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ABX.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 1261609200000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870034, ""fmt"": ""3:47PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.1, ""fmt"": ""0.1000""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""AUSBAUXITE FPO"", ""triggerable"": false, ""longName"": ""Australian Bauxite Limited""}], ""error"": null}}"
ABY,ADORE BEAUTY GROUP LIMITED,2020-10-23,Retailing,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ABY.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1603407600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 5.36, ""fmt"": ""5.36""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""ADOREBEAUT FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Adore Beauty Group Limited""}], ""error"": null}}"
AC8,AUSCANN GROUP HOLDINGS LTD,1989-05-03,"Pharmaceuticals, Biotechnology & Life Sciences","{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""AC8.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 570668400000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.155, ""fmt"": ""0.1550""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""AUSCANN FPO"", ""triggerable"": false, ""longName"": ""AusCann Group Holdings Ltd""}], ""error"": null}}"
ACB,A-CAP ENERGY LIMITED,2006-05-19,Energy,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ACB.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1147996800000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.062, ""fmt"": ""0.0620""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""region"": ""AU"", ""shortName"": ""ACAPRES FPO"", ""triggerable"": false, ""longName"": ""A-Cap Energy Limited""}], ""error"": null}}"
ACF,ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,2008-06-27,Capital Goods,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ACF.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 1214524800000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.38, ""fmt"": ""0.3800""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""ACROW FPO"", ""triggerable"": false, ""longName"": ""Acrow Formwork and Construction Services Limited""}], ""error"": null}}"
ACP,AUDALIA RESOURCES LIMITED,2011-07-06,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ACP.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1309910400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615522700, ""fmt"": ""3:18PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.023, ""fmt"": ""0.0230""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""AUDALIA FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Audalia Resources Limited""}], ""error"": null}}"
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED,2014-05-01,Not Applic,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ACQ.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1398902400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870500, ""fmt"": ""3:55PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 1.69, ""fmt"": ""1.6900""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""ACORN CAP FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Acorn Capital Investment Fund Limited""}], ""error"": null}}"
ACR,ACRUX LIMITED,2004-09-29,"Pharmaceuticals, Biotechnology & Life Sciences","{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ACR.AX"", ""gmtOffSetMilliseconds"": 39600000, ""firstTradeDateMilliseconds"": 1096416000000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615863707, ""fmt"": ""2:01PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.16, ""fmt"": ""0.1600""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""ACRUX FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Acrux Limited""}], ""error"": null}}"
ACS,ACCENT RESOURCES NL,2005-08-26,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""ACS.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""firstTradeDateMilliseconds"": 1125014400000, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1614050626, ""fmt"": ""2:23PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.095, ""fmt"": ""0.0950""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""ACCENT RES FPO"", ""triggerable"": false, ""longName"": ""Accent Resources NL""}], ""error"": null}}"
