Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Yahoo
LORL,Loral Space and Communications Inc. Common Stock,$48.18,0.40,0.837%,1490339943.00,United States,,291254,Technology,Radio And Television Broadcasting And Communications Equipment,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LORL"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924002, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 42.0, ""fmt"": ""42.00""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Loral Space and Communications,"", ""triggerable"": true, ""longName"": ""Loral Space & Communications Inc.""}], ""error"": null}}"
LOTZ,CarLotz Inc. Class A Common Stock,$9.14,0.01,0.11%,1038444235.00,United States,2019,1334629,Consumer Durables,Automotive Aftermarket,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LOTZ"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924039, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 8.4301, ""fmt"": ""8.43""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""CarLotz, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""CarLotz, Inc.""}], ""error"": null}}"
LOTZW,CarLotz Inc. Warrant,$2.42,-0.06,-2.419%,0.00,United States,2019,220885,Consumer Durables,Automotive Aftermarket,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LOTZW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923919, ""fmt"": ""3:45PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 2.31, ""fmt"": ""2.3100""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NGM"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""CarLotz, Inc.""}], ""error"": null}}"
LOVE,The Lovesac Company Common Stock,$62.235,0.595,0.965%,913805093.00,United States,2018,270003,Consumer Services,Other Specialty Stores,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOVE"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923959, ""fmt"": ""3:45PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 61.39, ""fmt"": ""61.39""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""The Lovesac Company"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""The Lovesac Company""}], ""error"": null}}"
LPCN,Lipocine Inc. Common Stock,$1.655,-0.015,-0.898%,144544094.00,United States,,1121182,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LPCN"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924034, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.535, ""fmt"": ""1.5350""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Lipocine Inc."", ""triggerable"": true, ""longName"": ""Lipocine Inc.""}], ""error"": null}}"
LPLA,LPL Financial Holdings Inc. Common Stock,$143.44,1.06,0.744%,11429313401.00,United States,2010,328444,Finance,Investment Bankers/Brokers/Service,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LPLA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924042, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 140.7, ""fmt"": ""140.70""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""LPL Financial Holdings Inc."", ""triggerable"": true, ""longName"": ""LPL Financial Holdings Inc.""}], ""error"": null}}"
LPRO,Open Lending Corporation Class A Common Stock,$39.88,0.36,0.911%,4612118371.00,United States,,630784,Finance,Finance: Consumer Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LPRO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924029, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 40.97, ""fmt"": ""40.97""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Open Lending Corporation"", ""triggerable"": true, ""longName"": ""Open Lending Corporation""}], ""error"": null}}"
LPSN,LivePerson Inc. Common Stock,$54.78,-1.62,-2.872%,3713210697.00,United States,2000,460923,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LPSN"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924029, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 57.27, ""fmt"": ""57.27""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""LivePerson, Inc."", ""triggerable"": true, ""longName"": ""LivePerson, Inc.""}], ""error"": null}}"
LPTH,LightPath Technologies Inc. Class A Common Stock,$3.55,-0.05,-1.389%,94279011.00,United States,1996,127399,Technology,Semiconductors,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LPTH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923892, ""fmt"": ""3:44PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 3.3798, ""fmt"": ""3.3798""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""LightPath Technologies, Inc."", ""triggerable"": true, ""longName"": ""LightPath Technologies, Inc.""}], ""error"": null}}"
LPTX,Leap Therapeutics Inc. Common Stock,$2.38,0.10,4.386%,141985426.00,United States,,457477,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LPTX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923992, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 2.4367, ""fmt"": ""2.4367""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Leap Therapeutics, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Leap Therapeutics, Inc.""}], ""error"": null}}"
LQDA,Liquidia Corporation Common Stock,$2.82,-0.09,-3.093%,122114127.00,United States,2018,579848,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LQDA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924000, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 2.85, ""fmt"": ""2.8500""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Liquidia Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Liquidia Corporation""}], ""error"": null}}"
LQDT,Liquidity Services Inc. Common Stock,$19.65,0.51,2.665%,686245832.00,United States,2006,239726,Miscellaneous,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LQDT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924035, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 19.96, ""fmt"": ""19.96""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Liquidity Services, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Liquidity Services, Inc.""}], ""error"": null}}"
LRCX,Lam Research Corporation Common Stock,$523.007,-12.383,-2.313%,74742049103.00,United States,1984,1075907,Technology,Industrial Machinery/Components,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LRCX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924040, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 550.41, ""fmt"": ""550.41""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Lam Research Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Lam Research Corporation""}], ""error"": null}}"
LRMR,Larimar Therapeutics Inc. Common Stock,$18.04,-0.13,-0.715%,277233849.00,United States,2014,17237,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LRMR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923826, ""fmt"": ""3:43PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 17.78, ""fmt"": ""17.78""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Larimar Therapeutics, Inc."", ""triggerable"": true, ""longName"": ""Larimar Therapeutics, Inc.""}], ""error"": null}}"
LSAQ,LifeSci Acquisition II Corp. Common Stock,$10.4588,-0.0512,-0.487%,104706195.00,United States,2020,569,Finance,Business Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LSAQ"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615911039, ""fmt"": ""12:10PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 10.21, ""fmt"": ""10.21""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""LifeSci Acquisition II Corp."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""LifeSci Acquisition II Corp.""}], ""error"": null}}"
LSBK,Lake Shore Bancorp Inc. Common Stock,$14.665,-0.1124,-0.761%,85468324.00,United States,,1133,Finance,Savings Institutions,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LSBK"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615901402, ""fmt"": ""9:30AM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 14.41, ""fmt"": ""14.41""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Lake Shore Bancorp, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Lake Shore Bancorp, Inc.""}], ""error"": null}}"
LSCC,Lattice Semiconductor Corporation Common Stock,$44.65,0.53,1.201%,6096194878.00,United States,,533103,Technology,Semiconductors,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LSCC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924040, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 46.69, ""fmt"": ""46.69""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Lattice Semiconductor Corporati"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Lattice Semiconductor Corporation""}], ""error"": null}}"
LSEA,Landsea Homes Corporation Common Stock,$8.99,0.15,1.697%,415616915.00,United States,2018,174547,Capital Goods,Homebuilding,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqCM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LSEA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923909, ""fmt"": ""3:45PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 9.38, ""fmt"": ""9.38""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""shortName"": ""Landsea Homes Corporation"", ""triggerable"": true, ""longName"": ""Landsea Homes Corporation""}], ""error"": null}}"
LSEAW,Landsea Homes Corporation Warrant,$0.2711,-0.0286,-9.543%,0.00,United States,2018,349507,Capital Goods,Homebuilding,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqCM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LSEAW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922933, ""fmt"": ""3:28PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.267, ""fmt"": ""0.2670""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Landsea Homes Corporation""}], ""error"": null}}"
LSTR,Landstar System Inc. Common Stock,$163.88,0.34,0.208%,6290823540.00,United States,1993,169081,Transportation,Trucking Freight/Courier Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LSTR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924040, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 165.36, ""fmt"": ""165.36""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Landstar System, Inc."", ""triggerable"": true, ""longName"": ""Landstar System, Inc.""}], ""error"": null}}"
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,$45.58,0.01,0.022%,15408318043.00,United States,,110218,Consumer Services,Broadcasting,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LSXMA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924029, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 46.74, ""fmt"": ""46.74""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Liberty Media Corporation - Ser"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""The Liberty SiriusXM Group""}], ""error"": null}}"
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,$45.40,-0.05,-0.11%,15347469047.00,United States,,444778,Consumer Services,Broadcasting,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LSXMK"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924043, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 46.73, ""fmt"": ""46.73""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Liberty Media Corporation - Ser"", ""triggerable"": true, ""longName"": ""The Liberty SiriusXM Group""}], ""error"": null}}"
